sentence_id	text	lemma	translation	alignment
semeval2013.d011.s022	The World Labor Organisation estimates that for example in Germany , an immigrant arriving at the age of 30 , will make a net contribution ( receipts less expenditure ) of an average of 150,000 Euros to public budgets during his lifetime .	the world labor organisation estimate that for example in germany , a immigrant arrive at the age of 30 , will make a net contribution ( receipt less expenditure ) of a average of 150,000 euro to public budget during he lifetime .	L'Organisation mondiale du travail estime que par exemple en Allemagne, un immigrant arrivant à l'âge de 30 ans, apportera une contribution nette (reçus moins de dépenses) de 150 000 euros en moyenne aux budgets publics au cours de sa vie.	[(0, 0), (1, 2), (2, 4), (3, 1), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 11), (11, 12), (12, 13), (13, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 19), (19, 21), (20, 22), (21, 22), (22, 23), (23, 25), (24, 24), (25, 26), (26, 27), (27, 28), (29, 31), (30, 32), (31, 36), (32, 37), (34, 33), (34, 34), (35, 30), (35, 35), (36, 38), (37, 40), (38, 39), (39, 42), (40, 44), (41, 45), (42, 46)]
semeval2013.d011.s023	Nicolas Sarkozy wished at the start of his mandate to look for missing points of growth `` with the teeth . ''	nicola sarkozy wish at the start of he mandate to look for miss point of growth `` with the tooth . ''	Nicolas Sarkozy souhaitait au début de son mandat de rechercher des points de croissance manquants `` avec les dents.''	[(0, 0), (1, 1), (2, 2), (4, 3), (5, 4), (6, 5), (7, 6), (8, 7), (8, 9), (9, 8), (10, 9), (12, 14), (13, 11), (14, 12), (15, 13), (16, 15), (17, 17), (18, 18), (19, 19), (20, 20), (21, 21)]
semeval2013.d011.s024	The teeth in question , intended to serve to dissuade immigrants , had precisely the opposite effect .	the tooth in question , intend to serve to dissuade immigrant , have precisely the opposite effect .	Les dents en question, destinées à servir à dissuader les immigrants, avaient précisément l'effet inverse.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 11), (11, 12), (12, 13), (13, 5), (13, 14), (14, 15), (15, 17), (16, 16), (17, 18)]
semeval2013.d012.s000	Deutsche Bank pays multi-million pound fine in the USA	deutsche bank pay multi-million pound fine in the usa	Deutsche Bank paie une amende de plusieurs millions de livres aux États-Unis	[(0, 0), (1, 1), (2, 2), (3, 4), (3, 6), (3, 7), (3, 11), (4, 9), (5, 4), (6, 10), (7, 3), (8, 11)]
semeval2013.d012.s001	Fresh trouble is following hard on the heels of the uproar around Josef Ackermann , CEO of Deutsche Bank : Deutsche Bank faces a multi-million pound fine in the USA .	fresh trouble be follow hard on the heel of the uproar around josef ackermann , ceo of deutsche bank : deutsche bank face a multi-million pound fine in the usa .	De nouveaux problèmes suivent durement les talons du tumulte autour de Josef Ackermann, PDG de Deutsche Bank: Deutsche Bank affronte une amende de plusieurs millions de livres aux États-Unis.	[(0, 1), (1, 2), (2, 3), (3, 3), (4, 4), (6, 5), (7, 6), (8, 7), (10, 8), (11, 9), (12, 11), (13, 12), (14, 13), (15, 14), (16, 15), (17, 16), (18, 17), (19, 18), (20, 19), (21, 20), (22, 21), (23, 22), (24, 23), (24, 25), (24, 26), (24, 30), (25, 28), (26, 23), (27, 29), (29, 30), (30, 31)]
semeval2013.d012.s002	As if the problems at home were not already enough for Deutsche Bank , the industry giant 's past in the USA is now also catching up with it . Frankfurt-based Deutsche Bank will pay 145 million dollars ( 106 million Euros ) to settle disputes arising from the bankruptcy of five major credit unions during the financial crisis .	as if the problem at home be not already enough for deutsche bank , the industry giant 's past in the usa be now also catch up with it . frankfurt-based deutsche bank will pay 145 million dollar ( 106 million euro ) to settle dispute arise from the bankruptcy of five major credit_union during the financial crisis .	Comme si les problèmes à la maison n'étaient pas déjà suffisants pour la Deutsche Bank, le passé du géant de l'industrie aux États-Unis le rattrape désormais également.La Deutsche Bank basée à Francfort paiera 145 millions de dollars (106 millions d'euros) pour régler les litiges résultant de la faillite de cinq principales coopératives de crédit pendant la crise financière.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 6), (6, 8), (7, 9), (8, 10), (9, 11), (10, 12), (11, 14), (12, 15), (13, 16), (14, 19), (15, 23), (16, 20), (18, 18), (19, 24), (20, 17), (21, 25), (22, 27), (23, 28), (24, 29), (25, 27), (28, 26), (29, 30), (30, 25), (30, 34), (30, 36), (31, 32), (32, 33), (33, 37), (34, 37), (35, 38), (36, 39), (37, 41), (38, 42), (39, 43), (40, 44), (41, 46), (42, 47), (43, 48), (44, 49), (45, 51), (46, 52), (47, 53), (48, 54), (49, 55), (50, 56), (51, 57), (52, 58), (53, 61), (54, 59), (55, 62), (56, 63), (57, 65), (58, 64), (59, 66)]
semeval2013.d012.s003	The issue centres on the sale of mortgage securities .	the issue centre on the sale of mortgage security .	L'émission se concentre sur la vente de titres hypothécaires.	[(0, 0), (1, 1), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 9), (8, 8), (9, 10)]
semeval2013.d012.s004	The National Credit Union Administration ( NCUA ) , a financial market regulator , accuses a string of major banks of having used false promises to mislead credit unions into buying the financial products .	the national credit union administration ( ncua ) , a financial market regulator , accuse a string of major bank of have use false promise to mislead credit_union into buy the financial product .	La National Credit Union Administration (NCUA), un régulateur du marché financier, accuse une chaîne de grandes banques d'avoir utilisé de fausses promesses pour induire les coopératives de crédit induites en erreur dans l'achat des produits financiers.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 13), (11, 12), (12, 10), (13, 14), (14, 15), (15, 16), (16, 17), (17, 18), (18, 19), (19, 20), (20, 21), (21, 22), (22, 23), (23, 25), (24, 26), (25, 27), (26, 25), (26, 28), (27, 32), (28, 41), (29, 36), (30, 38), (32, 41), (33, 40), (34, 42)]
semeval2013.d012.s005	The value of the securities dropped dramatically during the financial crisis and brought down the credit unions .	the value of the security drop dramatically during the financial crisis and bring down the credit_union .	La valeur des titres a baissé considérablement pendant la crise financière et a fait baisser les coopératives de crédit.	[(0, 0), (1, 1), (2, 2), (3, 4), (4, 3), (5, 5), (6, 6), (7, 7), (8, 8), (9, 10), (10, 9), (11, 11), (12, 13), (13, 14), (14, 15), (15, 18), (16, 16), (17, 19)]
semeval2013.d012.s006	`` We are happy to have resolved the issue without the parties going to court , '' said a Deutsche Bank spokesman in New York .	`` we be happy to have resolve the issue without the party go to court , '' say a deutsche bank spokesman in new_york .	`` Nous sommes heureux d'avoir résolu la question sans que les parties se rendent devant les tribunaux '', a déclaré un porte-parole de la Deutsche Bank à New York.	[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 10), (10, 12), (11, 13), (12, 15), (13, 16), (14, 18), (15, 20), (16, 19), (17, 22), (18, 23), (19, 27), (20, 28), (21, 24), (22, 29), (23, 30), (24, 31), (25, 32)]
semeval2013.d012.s007	The bank did not admit culpability in the settlement .	the bank do not admit culpability in the settlement .	La banque n'a pas admis la culpabilité dans le règlement.	[(0, 0), (1, 1), (2, 3), (3, 2), (4, 5), (5, 7), (6, 8), (7, 9), (8, 10), (9, 11)]
semeval2013.d012.s008	The same is true of Citigroup , which agreed to pay 20.5 million dollars .	the same be true of citigroup , which agree to pay 20.5 million dollar .	Il en va de même pour Citigroup, qui a accepté de payer 20,5 millions de dollars.	[(0, 0), (1, 4), (2, 2), (4, 5), (5, 6), (6, 7), (7, 8), (8, 10), (9, 11), (10, 12), (11, 13), (12, 14), (13, 16), (14, 17)]
semeval2013.d012.s009	The NCUA chairman , Debbie Matz , welcomed the responsiveness of the two banks .	the ncua chairman , debbie matz , welcome the responsiveness of the two bank .	Le président de la NCUA, Debbie Matz, a salué la réactivité des deux banques.	[(0, 0), (1, 4), (2, 1), (3, 5), (4, 6), (5, 7), (6, 8), (7, 10), (8, 11), (9, 12), (10, 2), (11, 13), (12, 14), (13, 15), (14, 16)]
semeval2013.d012.s010	The National Credit Union Administration ( NCUA ) is responsible for the US credit unions and intervenes in bankruptcies to protect customer deposits .	the national credit union administration ( ncua ) be responsible for the us credit_union and intervene in bankruptcy to protect customer deposit .	La National Credit Union Administration (NCUA) est responsable des coopératives de crédit américaines et intervient dans des faillites pour protéger les dépôts de clients.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (11, 10), (12, 14), (13, 13), (14, 19), (15, 15), (16, 16), (17, 17), (18, 19), (19, 20), (20, 21), (21, 25), (22, 23), (23, 26)]
semeval2013.d012.s011	The NCUA is fighting for compensation for losses that run into the billions .	the ncua be fight for compensation for loss that run into the billion .	Le NCUA se bat pour une compensation pour les pertes qui se heurtent à des milliards.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 6), (6, 7), (7, 9), (8, 10), (9, 12), (10, 13), (11, 8), (12, 15), (13, 16)]
semeval2013.d012.s012	The current settlements are the first of their kind .	the current settlement be the first of they kind .	Les colonies actuelles sont les premières du genre.	[(0, 0), (1, 2), (2, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 5), (8, 7), (9, 8)]
semeval2013.d012.s013	The regulator had also approached other major banks and sued JPMorgan Chase , the Royal Bank of Scotland and Goldman Sachs in the summer .	the regulator have also approach other major bank and sue jpmorgan chase , the royal bank of scotland and goldman sach in the summer .	Le régulateur avait également approché d'autres grandes banques et a poursuivi JPMorgan Chase, la Royal Bank of Scotland et Goldman Sachs en été.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 6), (6, 7), (7, 8), (8, 9), (9, 11), (10, 12), (11, 13), (12, 14), (13, 15), (14, 16), (15, 17), (16, 18), (17, 19), (18, 20), (19, 21), (20, 22), (21, 23), (23, 24), (24, 25)]
semeval2013.d012.s014	The dubious mortgage securities are so-called mortgage-backed securities .	the dubious mortgage security be so-called mortgage-backed_security .	Les titres hypothécaires douteux sont des titres adaptés à des prêts hypothécaires.	[(0, 0), (1, 3), (2, 2), (3, 1), (4, 4), (5, 11), (6, 7), (6, 11), (7, 6), (8, 12)]
semeval2013.d012.s016	This sealed the fate of a number of financial companies when the US property bubble exploded in 2007 .	this seal the fate of a number of financial company when the us property bubble explode in 2007 .	Cela a scellé le sort d'un certain nombre de sociétés financières lorsque la bulle de propriété américaine a explosé en 2007.	[(0, 0), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 8), (7, 9), (8, 11), (9, 10), (10, 12), (11, 13), (12, 17), (13, 16), (14, 14), (15, 19), (16, 20), (17, 21), (18, 22)]
semeval2013.d012.s017	The US investment bank , Lehman Brothers , went belly-up in September 2008 at the height of the financial crisis .	the us investment bank , lehman brother , go belly-up in september 2008 at the height of the financial crisis .	La Banque d'investissement américaine, Lehman Brothers, est allée au ventre en septembre 2008 au plus fort de la crise financière.	[(0, 0), (1, 4), (2, 3), (3, 1), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 11), (9, 12), (10, 13), (11, 14), (12, 15), (13, 16), (14, 10), (15, 18), (16, 19), (17, 20), (18, 22), (19, 21), (20, 23)]
semeval2013.d012.s018	The banks battling against a strong wind in the USA several years later .	the bank battle against a strong wind in the usa several year later .	Les banques se battent contre un fort vent aux États-Unis plusieurs années plus tard.	[(0, 0), (1, 1), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (8, 9), (9, 9), (10, 10), (11, 11), (12, 13), (13, 14)]
semeval2013.d012.s019	Investors and regulators have brought a vast number of claims for compensation or to punish misconduct .	investor and regulator have bring a vast number of claim for compensation or to punish misconduct .	Les investisseurs et les régulateurs ont apporté un grand nombre de réclamations d'indemnisation ou de punir les inconduites.	[(0, 1), (1, 2), (2, 4), (3, 5), (4, 6), (5, 7), (6, 8), (7, 9), (8, 10), (9, 11), (11, 13), (12, 14), (13, 15), (14, 16), (15, 18), (16, 19)]
semeval2013.d012.s020	The Federal Housing Finance Agency ( FHFA ) has been behind the largest wave of claims .	the federal housing finance agency ( fhfa ) have be behind the largest wave of claim .	La Federal Housing Finance Agency (FHFA) a été à l'origine de la plus grande vague de réclamations.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 9), (10, 10), (11, 14), (12, 15), (13, 17), (14, 18), (15, 19), (16, 20)]
semeval2013.d012.s021	It accuses 18 major international banks of having taken in US lenders Fannie Mae and Freddie Mac on mortgage transactions valued at around 200 billion dollars .	it accuse 18 major international bank of have take in us lender fannie_mae and freddie_mac on mortgage transaction value at around 200 billion dollar .	Il accuse 18 grandes banques internationales d'avoir accueilli les prêteurs américains Fannie Mae et Freddie Mac sur les transactions hypothécaires d'une valeur d'environ 200 milliards de dollars.	[(0, 0), (1, 1), (2, 2), (3, 3), (4, 5), (5, 4), (5, 5), (6, 6), (7, 7), (8, 8), (9, 8), (10, 11), (11, 10), (12, 12), (13, 13), (14, 14), (15, 15), (16, 16), (17, 17), (18, 20), (19, 19), (20, 21), (20, 23), (21, 24), (22, 25), (23, 26), (24, 27), (25, 29), (26, 30)]
semeval2013.d012.s022	Deutsche Bank also faces legal action by the FHFA covering multiple transactions with a total value of 14.2 billion dollars from 2005 to 2007 .	deutsche bank also face legal_action by the fhfa cover multiple transaction with a total value of 14.2 billion dollar from 2005 to 2007 .	La Deutsche Bank fait également face à une action en justice par la FHFA couvrant plusieurs transactions avec une valeur totale de 14,2 milliards de dollars de 2005 à 2007.	[(0, 1), (1, 2), (2, 4), (3, 3), (3, 5), (4, 10), (5, 8), (6, 11), (7, 12), (8, 13), (9, 14), (10, 15), (11, 16), (12, 17), (13, 18), (14, 20), (15, 19), (16, 21), (17, 22), (18, 23), (19, 25), (20, 26), (21, 27), (22, 28), (23, 29), (24, 30)]
semeval2013.d012.s023	The regulator is demanding that the Frankfurt-based bank take responsibility for `` substantial losses , '' but has not yet specified the exact sum .	the regulator be demand that the frankfurt-based bank take responsibility for `` substantial loss , '' but have not yet specify the exact sum .	Le régulateur exige que la banque basée à Francfort assume la responsabilité des `` pertes substantielles '', mais n'a pas encore spécifié la somme exacte.	[(0, 0), (1, 1), (3, 2), (3, 6), (4, 3), (5, 4), (6, 6), (6, 8), (7, 5), (8, 9), (9, 11), (10, 12), (11, 13), (12, 16), (13, 15), (14, 18), (15, 17), (16, 19), (17, 21), (18, 22), (19, 23), (20, 24), (21, 25), (22, 27), (23, 26), (24, 28)]
semeval2013.d012.s024	Deutsche Bank has rejected the claims as baseless and has declared its intention to fend off the claims .	deutsche bank have reject the claim as baseless and have declare its intention to fend off the claim .	La Deutsche Bank a rejeté les réclamations comme sans fondement et a déclaré son intention de repousser les réclamations.	[(0, 1), (1, 2), (2, 3), (3, 4), (4, 5), (5, 6), (6, 7), (7, 8), (7, 9), (8, 10), (9, 11), (10, 9), (10, 12), (11, 13), (12, 14), (13, 15), (14, 16), (16, 17), (17, 18), (18, 19)]
